id,agent名,TEKO链接,体验链接,主导部门,涉及部门,项目经理,项目成员,综合评分,评委建议,特点,技术方案,部门/个人,类别,特色简介,业务价值,有价值评论,缺少字段,是否已评论
795,QQ浏览器下载助手,https://teko.woa.com/event/ai-agent/795,https://browser.qq.com/ai-agents/?source=newtab,CSIG-信息平台与服务线-平台产品部,"CSIG-优图实验室,CSIG-信息平台与服务线-智能技术中心,CSIG-信息平台与服务线-用户体验设计部",stevenleisu,"answeryang, blowingwu, carolzzwu, chonglin, damonruan, deliaadchen, eckoyi, fredhbliu, frodochen, halenhu, harryzhtang, hengyuzhao, hidezhao, jawnrwen, jielzeng, maudiehuang, morrischeng, normanchen, orangehuang, perryuwang, qiyaoyuan, ruizhiqiao, ryankang, shaunyuan, shinejin, taianguo, terrencegu, tjzhong, winfredsun, wordenwang, xianyizhang, yeukqjiang, yorkeli, yuchuanliu, yvonichen, zhenweizhang, mcyli",,,,,,,,,,,否
796,设计稿转代码D2C,https://teko.woa.com/event/ai-agent/796,https://mobile.woa.com/d2c-front/,IEG-IEG品牌与数字生态营销部,,junshao,"wellhuang, vonnieli, lauheeliu, janfzhao, guowangyang, bruceren, alvinxu, alltasxiao, yuiqin",,,,,,,,,,,否
797,智研全链路可观测 Agent,https://teko.woa.com/event/ai-agent/797,,TEG-研发管理部,TEG-云架构平台部,shinnyhuang,"boydzheng, carlcui, elricchen, ginshu, gumpgan, jephiesu, jingboma, lovevili, maplehfzhou, montionye, posyjiang, raymeng, samongzhang, tinatinghu, vignywang, yanniswang, yueuezhang, yuhaozhou, yumengwang, zhaopan, andyerhuang, jackieyuan, jeddylin, kanglingxu",,,,,,,,,,体验链接,否
800,Text2SQL智能取数,https://teko.woa.com/event/ai-agent/800,https://api-zhishu.woa.com/pdc.ai.text2sql/login,IEG-IEG品牌与数字生态营销部,IEG-IEG品牌与数字生态营销部,zackerguo,"scottwei, shaneyuan, damingli",,,,,,,,,,,否
801,数据智能分析Agent,https://teko.woa.com/event/ai-agent/801,https://test.com,IEG-IEG品牌与数字生态营销部,IEG-IEG品牌与数字生态营销部,zackerguo,"damingli, scottwei, shaneyuan",,,,,,,,,,,否
803,TRTC云助手,https://teko.woa.com/event/ai-agent/803,https://taiji.woa.com/web-llm/web/llm_task_dialogue?id=19527&type=normal&redirectUrl=%2Fweb-llm%2Fweb%2Fllm_task%3FwsId%3D10144%26pageIndex%3D1&wsId=10144,CSIG-云技术运营服务部,,jackwlchen,lenzhao,,,,,,,,,,,否
809,新闻内容质量AI,https://teko.woa.com/event/ai-agent/809,,PCG-腾讯新闻-新闻工程研发部,PCG-腾讯新闻-新闻平台业务部,kufazhang,"joesonqiao, djeozhang, xuejinghou, robinhzhang, maxba, masonjhchen, wanlicheng, felixmu, mosun, thomasdu, tomqian, bobzhao",,,,,,,,,,体验链接,否
810,赛事邀请码agent,https://teko.woa.com/event/ai-agent/810,https://xd.woa.com/itrpc.xd.aim/#/chat/index?agent_id=SaZ5gYd1KtZW,IEG-IEG品牌与数字生态营销部,,hectorchen,,,,,,,,,,,项目成员,否
811,大模型安全自动评估 Agent,https://teko.woa.com/event/ai-agent/811,,WXG-运营平台部,,zatozhang,"bojiehu, dingyaoyu, yundaozhang",,,,,,,,,,体验链接,否
814,企业微信AI搜索,https://teko.woa.com/event/ai-agent/814,,WXG-企业微信产品部,,loganyu,,,,,,,,,,,"体验链接, 项目成员",否
815,企业微信智能总结,https://teko.woa.com/event/ai-agent/815,,WXG-企业微信产品部,,loganyu,,,,,,,,,,,"体验链接, 项目成员",否
817,大模型自动化红队 Agent,https://teko.woa.com/event/ai-agent/817,,WXG-运营平台部,,bengiojiang,"bojiehu, vigorshen",,,,,,,,,,体验链接,否
820,运营小助手,https://teko.woa.com/event/ai-agent/820,,IEG-IEG品牌与数字生态营销部,IEG-IEG品牌与数字生态营销部,juliandong,,,,,,,,,,,"体验链接, 项目成员",否
823,QQ浏览器订阅助理,https://teko.woa.com/event/ai-agent/823,https://browser.qq.com/ai-agents/?source=newtab&enableSubscribe=true,CSIG-信息平台与服务线-平台产品部,"CSIG-优图实验室,CSIG-信息平台与服务线-用户体验设计部",damonruan,"carolzzwu, deliaadchen, fredhbliu, hengyuzhao, jawnrwen, jielzeng, morrischeng, ruizhiqiao, shaunyuan, taianguo, terrencegu, wordenwang, xianyizhang, yeukqjiang, yorkeli, yvonichen, stevenleisu",,,,,,,,,,,否
825,Data Agent,https://teko.woa.com/event/ai-agent/825,,TEG-机器学习平台部,,mikezctang,"faronwang, catenliu, arisjin, howiexia, asterchen, liuxinwang, yaranli",,,,,,,,,,体验链接,否
827,营销AI组合,https://teko.woa.com/event/ai-agent/827,,CDG-支付基础平台与金融应用线-金融市场部,,owensxli,"ethanbhuang, xtinajiang, alliehuang, vianneliu, juneqwang, lydiasylin, jasminywang, jiaxingyi, janylin, sukihuang",,,,,,,,,,体验链接,否
831,​​易链灵构,https://teko.woa.com/event/ai-agent/831,https://test.woa.com/,TEG-客户服务部,,chaseliu,"chaycao, paultaowang, rockpeng, jianboduan, dickzhou, linklin, holgerhuang, maoxiangwei, phantommlin, shiliwang, sawadajiang, yinghaozhu, markfang, smileshang",,,,,,,,,,,否
832,单测生成Agent,https://teko.woa.com/event/ai-agent/832,,TEG-研发管理部,,dollyyang,"ajunhuang, cyberwang, davidning, edenzou, edonliu, erikyang, hardyxu, janetsong, jemerychen, rachellu, robertyang, sunsonliu, anyechen",,,,,,,,,,体验链接,否
837,AI下载助理,https://teko.woa.com/event/ai-agent/837,,"CSIG-信息平台与服务线-平台产品部,CSIG-信息平台与服务线-智能技术中心",,terrencegu,"zhenweizhang, deliaadchen, carolzzwu, damonruan, lanternlu, maudiehuang, stevenleisu, xianyizhang, yorkeli, yvonichen, shaunyuan",,,,,,,,,,体验链接,否
854,【微信蓝包】AI选礼物助手,https://teko.woa.com/event/ai-agent/854,,WXG-电商产品部,"WXG-电商产品部,WXG-技术架构部",julesyzhang,"aryaqi, chenhaochen, jimfan, jonyyjlin, kielhuang, kunqian, woodtmao, yaoozhou, zhuojieli, zifeishan",,,,,,,,,,体验链接,否
859,微信公众号AI配图,https://teko.woa.com/event/ai-agent/859,,WXG-开放平台部,WXG-开放平台部,doniafu,"craneli, rahulyu, surezheng",,,,,,,,,,体验链接,否
861,Agent Memory,https://teko.woa.com/event/ai-agent/861,,CSIG-云产品一部,,jimmydai,"feiwu, lynzou, kentyhuang, junfengyu",,,,,,,,,,体验链接,否
871,大客户转售Agent,https://teko.woa.com/event/ai-agent/871,https://test-andon.woa.com/mobile/ai-assist/chat,CSIG-云技术运营服务部,,mianmfu,"greenyzhang, arthuzhang, camelliawei, hunterhtli, jingzhenhe, kelseymwang, lukeqqin, nealchangli, cynthiaddai",,,,,,,,,,,否
872,QQ浏览器AI视频助理,https://teko.woa.com/event/ai-agent/872,https://browser.qq.com/ai-agents/?source=newtab&agent=video,"CSIG-信息平台与服务线-平台产品部,CSIG-信息平台与服务线-智能技术中心","CSIG-优图实验室,CSIG-云产品三部,CSIG-信息平台与服务线-用户体验设计部",xianyizhang,"andrewyuan, darrenyao, davinazhang, deliaadchen, fredhbliu, frodochen, harlingzhao, jacehuang, jarvielong, jielzeng, markshe, maudiehuang, peixianchen, quinnrong, shaunyuan, simonsheng, stevenleisu, winfredsun, xiaolingli, yeukqjiang, yeziwang, yorkeli, yvonichen",,,,,,,,,,,否
875,多尺寸扩图agent,https://teko.woa.com/event/ai-agent/875,,IEG-IEG品牌与数字生态营销部,,alvinxu,"wellhuang, alltasxiao, yuiqin, andyczheng, vonnieli, bruceren, lauheeliu, riveryuan, janfzhao",,,,,,,,,,体验链接,否
882,研发全流程提效 Agent,https://teko.woa.com/event/ai-agent/882,,CSIG-医疗健康事业部,,hamilhong,"jamsun, jasonzxliu, liuyilliu, marcozhguo, vajyyi, zionzzhu, hamilhong",,,,,,,,,,体验链接,否
883,文旅行业agent,https://teko.woa.com/event/ai-agent/883,,CSIG-地图平台部,,maggieylye,,,,,,,,,,,"体验链接, 项目成员",否
885,小途工艺制作专家,https://teko.woa.com/event/ai-agent/885,https://tmind.woa.com/showShare?code=15S5V37UWX,"CSIG-通途数据中心,CSIG-CSIG质量部","CSIG-通途数据中心,CSIG-CSIG质量部",yttingzhang,"adnanchen, yanzhezhu, carlxyzhang, magyang",,,,,,,,,,,否
887,高价值弹幕AI挖掘助手,https://teko.woa.com/event/ai-agent/887,,PCG-在线视频BU-在线视频产品部,,lunaluhu,"henklin, allencheng, sherryhshu, moyallang",,,,,,,,,,体验链接,否
896,DDoS攻防提效AI助手,https://teko.woa.com/event/ai-agent/896,https://chat.zsd.woa.com/#/chat,TEG-安全平台部,,gammachen,"aikewang, chasonluo, chuyangzhao, fisherxiao, rockyzhou, seansi, wanruzhang, zideng, neoxuzhang, orionshu",95,"1、技术先进性：LLM+agent+MCP+DIFY
2、功能实用。后续继续迭代自主工具调用功能","基于DeepSeek-V3模型的AI助手，通过MCP（Model Context Protocol）框架与各种DDoS防护工具集成
速度很快",https://km.woa.com/articles/show/629843,,,,,,,否
907,腾讯招聘AI-面试助手,https://teko.woa.com/event/ai-agent/907,,S3-招聘活水部,,elioyao,"maiyali, maddydeng, fayellawang, ansleyyu, joanqzhang, kitybzhang, joannezhang, willxqhe",,,,,,,,,,体验链接,否
913,AI抽奖配置师,https://teko.woa.com/event/ai-agent/913,,IEG-IEG品牌与数字生态营销部,,alviswang,,,,,,,,,,,"体验链接, 项目成员",否
921,用户动线分析与财富管理需求挖掘,https://teko.woa.com/event/ai-agent/921,http://9.135.101.171.devcloud.woa.com:8080/data_agent_demo2/,CDG-支付基础平台与金融应用线-支付金融平台与数据部,CDG-支付基础平台与金融应用线-财富管理部,jackylzhou,"zenhaoxu, challenwang, ansonzliang, tingyuwang",97,"1、SFT训练、langgragh、codebuddy，采用数据精调、训练模型
2、尚在内部测试中，效果待实际验证",SFT训练、langgragh、codebuddy,https://km.woa.com/articles/show/638221,,,,,,,否
923,AI智能评测文档预览效果,https://teko.woa.com/event/ai-agent/923,,WXG-企业微信应用部,,lukaschen,,,,,,,,,,,"体验链接, 项目成员",否
925,基于文本用例终端自动化智能执行,https://teko.woa.com/event/ai-agent/925,https://testone.woa.com/terminal-one-replay/tiyan#/terminal/caseManager?projectId=1,PCG-PCG技术与内容平台-工程效能平台部,,vincentyli,"johnnyxwei, seanhhe, marszhuo, zencbzhang, yukyyang, mattdwang, ronnieshi, jiuyuanqiao, jiahaooyan, edenxpzhang",,,,,,,,,,,否
926,智能AI营销图生成,https://teko.woa.com/event/ai-agent/926,,CDG-支付基础平台与金融应用线-跨境支付业务部,,leonwhliu,"xmagicwu, dddzhang",,,,,,,,,,体验链接,否
928,免广告券Helper,https://teko.woa.com/event/ai-agent/928,,CDG-广告营销服务线-微信广告部,,irisshi,"zhikanglei, zakkzhang",,,,,,,,,,体验链接,否
933,网页智能埋点工具,https://teko.woa.com/event/ai-agent/933,,CDG-广告营销服务线-商业数据部,TEG-安全平台部,siegli,"alexansong, damonbzhang, leilaxu, lemonye, mianxiaoli, nealcai, rockyjiang, snowsyzheng, tntzhang, xpzhang",,,,,,,,,,体验链接,否
937,现网问题排查小助手,https://teko.woa.com/event/ai-agent/937,,IEG-IEG品牌与数字生态营销部,,tyraelhuang,,,,,,,,,,,"体验链接, 项目成员",否
941,tRPC项目级AI代码生成,https://teko.woa.com/event/ai-agent/941,,PCG-PCG技术与内容平台-应用架构平台部,,suziliu,"adenshen, bochenchen, martianliu, minchangwei, kaynzhang",,,,,,,,,,体验链接,否
947,腾讯公益AI搜索bot,https://teko.woa.com/event/ai-agent/947,https://hunyuanaide.taiji.woa.com/web/match_tryModel?id=19663,"CDG-可持续社会价值事业部-公益平台部,CDG-可持续社会价值事业部-技术生态部","PCG-PCG技术与内容平台-大数据平台部,TEG-大语言模型部",gongyusun,"astridwu, carryfan, chasewen, daisyvvtang, elainexiao, hannahhuixu, hunterguo, lyali, p_mengjinma, p_wwerchen, p_zhilingqi, ryderguo, seanxzzhang, spraydong, tracyxlliu, xinrancheng, zifengcai, masonhyli, chaisxiao, lianawu",95,"1、系统已在小程序上线
2、技术先进：采用agent、sft等",太极平台,https://techmap-product-1258344706.file.myqcloud.com/file/6d76aca1-b80c-44ee-bdda-48b333b9f6c0.pdf,,,,,,,否
950,TencentOS内核漏洞修复,https://teko.woa.com/event/ai-agent/950,,TEG-安全平台部,TEG-云架构平台部,levonyang,"louisllv, scottzhguo, deltazhang, loywang, rongzhencao, kanshanxu",,,,,,,,,,体验链接,否
952,支付平台AI研发助手,https://teko.woa.com/event/ai-agent/952,,CDG-支付基础平台与金融应用线-支付平台研发部,CDG-支付基础平台与金融应用线-支付平台研发部,skyenwu,"gongkezhang, hyshen, jakehu, junjianhe, karlyzhang, parkyu, sharali, shawnshi, tenfyguo, thinkzhao, tigerlan, toonychen, utensilsong, wenlongxia, witerzheng",,,,,,,,,,体验链接,否
960,鹅博士知识管家,https://teko.woa.com/event/ai-agent/960,鹅博士助手-0.0.20251030.zip,IEG-自研体系管理部,,vicjwli,"chenxzhang, elriczhou, ireneyufu, marglei, sunnyyysun, tianxia, islandli, xiaominggao",95,"1、插件机制、总结
2、完成度高，可推广且便利","1、插件、划词问。侧边栏常驻。打造成知识库对接，体验很好。
2、总结文档",,,,,,,,否
964,AI智能告警系统,https://teko.woa.com/event/ai-agent/964,https://xy.woa.com/xy/app/test/yyzsd/alarm_denoise,TEG-安全平台部,,neoxuzhang,"orionshu, conychen, joinishu, melonyyang, rockyzhou, gammachen, aikewang, zideng",,,,,,,,,,,否
972,瓦力 - AI 编程助手,https://teko.woa.com/event/ai-agent/972,https://wally.woa.com,CSIG-云产品一部,,jubaoliang,,,,,,,,,,,项目成员,否
973,EGA智能起量系统,https://teko.woa.com/event/ai-agent/973,,CDG-广告营销服务线-商业推荐部,,jeremydong,"bridgetchen, alanjftong, arthurhzhu",95,"1、采用了langgraph和反馈进化技术
2、针对ToC业务有推广意义，整体框架可借鉴性强
[计算广告新进展]​广告端到端学习框架​EGA-V1
2025年8月14日 — 序列建模在用户兴趣捕捉​和物品表征中起着关键作用。 ... 假设m=10、mc​=2、N= 10^5 、L= 10^3 、 N_c ​=100，MIF仅需早期融合1/10^4 的计算量（FLOPs）和延迟 ...","2、是否有采用开源框架，具体框架和技术是什么
有采用开源框架, 业务上使用了dify和langGraph, 通过dify做了诊断助手, 通过LangGraph执行业务系统的操作和反馈Agent进化. 评委能体验的只有前半部分",基于Agent的营销对象冷启策略框架设计,,,,,,体验链接,否
982,webAssistant,https://teko.woa.com/event/ai-agent/982,,IEG-内容生态部,,boltzou,,,,,,,,,,,"体验链接, 项目成员",否
983,智能素材投放,https://teko.woa.com/event/ai-agent/983,https://avatar.fit.woa.com/llm-chat/28zy,CDG-支付基础平台与金融应用线-支付金融平台与数据部,,kaizenfang,"yechunwei, zenhaoxu, challenwang",,,,,,,,,,,否
989,广告转化链路识别智能体,https://teko.woa.com/event/ai-agent/989,,"CDG-广告营销服务线-商业数据部,TEG-安全平台部",,txtingwang,,,,,,,,,,,"体验链接, 项目成员",否
993,AI助力数据关联关系挖掘,https://teko.woa.com/event/ai-agent/993,怎么发现更多有价值的关联关系？让无监督算法和大模型来帮你！,IEG-光子工作室群-量子工作室,,zimoding,"charlieye, wadepxie, hongruizhou",,,,,,,,,,,否
995,智能问数智能体,https://teko.woa.com/event/ai-agent/995,,"CSIG-通途数据中心,CSIG-CSIG质量部","CSIG-通途数据中心,CSIG-CSIG质量部",ljmengliu,"zyongzhao, ptingli, jevonguo, jensenwei, georgeliao, carlxyzhang, magyang, adnanchen",,,,,,,,,,体验链接,否
999,特征检索agent,https://teko.woa.com/event/ai-agent/999,,CDG-广告营销服务线-商业数据部,,cocoxyyang,"leilaxu, nealcai, markzbgong, kylenjwang, juliasong",,,,,,,,,,体验链接,否
1005,TCE接入Agent,https://teko.woa.com/event/ai-agent/1005,,CSIG-云产品一部,,yaweihuang,"xianglotian, soleilhuang",,,,,,,,,,体验链接,否
1006,PUBGM WOW 智能助手,https://teko.woa.com/event/ai-agent/1006,https://www.pubgmobile.com/HK/home.shtml,"IEG-光子工作室群-量子工作室,IEG-IEG Global-Data&AI Group",,zimoding,"felixqi, alanliang, brucewu, trevorjiang, grissomshen, linacatchen, yintaoxu, v_hyuywang, alexjlzhang, lilyliguo, masonqliu, edenlei, nearyan, andreihuang, cloudxiong, caligozhang, hanssheng",,,,,,,,,,,否
1008,拾光回忆录,https://teko.woa.com/event/ai-agent/1008,,PCG-PCG技术与内容平台-公共数据科学部,,jamesxfbai,"zhenbinluo, efrenli, jaredwei, porterzhong, sophiejwang, chanyujiang",,,,,,,,,,体验链接,否
1012,数据库知识Agent,https://teko.woa.com/event/ai-agent/1012,,CSIG-云产品一部,,dirkjin,"kiwixiong, yeeechen, lawrencexie, averiewang, aleronwang, wlleiiwang, lynzou",,,,,,,,,,体验链接,否
1017,OVB智能数据助手小π,https://teko.woa.com/event/ai-agent/1017,https://oval.woa.com/xiaopai,PCG-在线视频BU-在线视频数据科学部,PCG-PCG技术与内容平台-大数据平台部,ansonye,"abaozeng, abtan, andyttwang, ansonye, averyjzhang, bertgong, byronhu, caipingfang, carrliu, changdaxiao, chloeeyu, chuheli, colinqguo, daruijia, haitaoyou, hannahye, haoranjing, hellowang, hunterkong, ikenglin, jasperren, jesperliu, jiaoerliu, kentonli, kylekaixu, liduanqin, nickhui, pzpzpzzhang, qubitzhang, rickyhuo, ridxiong, seasonzhou, shuaiiwu, skyswpan, tinghaojia, traceytang, tristacchen, victorvzhao, weldonchen, wenqiwu, xmxiong, yuchenyang, zenoli, zhuoranzhen, zhuoyinglin",,,,,,,,,,,否
1021,视频号文案红点爆款审核提效,https://teko.woa.com/event/ai-agent/1021,,WXG-视频产品部,,walkertian,"givenzhang, rgchen, lisiqiu, youronhuang, yamylan, shapxinye, xiaoleiwang, jadeyjwang, jerriehou, xianfejiang",,,,,,,,,,体验链接,否
1024,微信支付AI开发助手,https://teko.woa.com/event/ai-agent/1024,https://support.pay.weixin.qq.com/aidevhelper,WXG-微信支付线-商户产品部,CSIG-云产品四部,darcyhu,"devinghou, ryanrshao, rizenguo, donaldcen, tracysong, ericjhli, carollchen, shuoweiwu, mustangmo, tobiazhang, emmetzhang, prainliu, tengxunhe, rakuwang, willpang, gamyhuang, jessiejwli, suboyang, sjjwwang, ericffan",,,,,,,,,,,否
1025,设计稿→可合并代码，AI全流程,https://teko.woa.com/event/ai-agent/1025,,WXG-企业微信应用部,,donglinchen,,50,"1、无法打开
2、设计稿转界面的技术和agent较多，以及开源实现",,,,,,,,"体验链接, 项目成员",否
1029,方言语料自动采集系统,https://teko.woa.com/event/ai-agent/1029,https://adp.cloud.tencent.com/adp/#/app/knowledge/app-config?appid=1958778301535923264&appType=knowledge_qa&spaceId=default_space,CDG-可持续社会价值事业部-技术生态部,"CDG-可持续社会价值事业部-为村发展实验室,WXG-技术架构部,WXG-基础产品部",iriswong,"chriswjliu, danieldli, henrywwang, hsinfan, joyhhe, kathleenliu, lanezli, lycheeyli, magnuschen, namixiao, neilingwang, ruiitang, sandylan, seanxzzhang, wheatzzhang, windlin, quannazhang",,,,,,,,,,,否
1030,叮-位置服务售前专家agant,https://teko.woa.com/event/ai-agent/1030,,CSIG-地图产品部,,zhuoranchen,"leohhzhuang, walterwyang, hdzzuo",,,,,,,,,,体验链接,否
1031,私有化AI运维助手,https://teko.woa.com/event/ai-agent/1031,https://znyw.woa.com/chat/history,CSIG-云技术运营服务部,,lvanywang,"huanxiong, aidenmwang, jamleeli, haroldrzhao",,,,,,,,,,,否
1032,AI 高考通,https://teko.woa.com/event/ai-agent/1032,https://browser.qq.com/ai-agents?agent=gaokao,"CSIG-搜索应用部,CSIG-信息平台与服务线-搜索及内容产品中心","CSIG-信息平台与服务线-用户体验设计部,CSIG-CSIG公关部,CSIG-CSIG市场部,CSIG-信息平台与服务线-供需平台部,CSIG-信息平台与服务线-平台产品部,CSIG-信息平台与服务线-业务发展中心",qiyueli,"aliciama, allsochen, altenli, andyflyliu, aniballi, anjingshen, arvenwang, benjizhou, bokeyqi, brollanli, bytewei, camilakhliu, candijiang, cassiecwang, cecezou, cindykwang, cissiechu, clixqiu, congelhuang, conlinbao, conorzhang, cosmoszhao, daisychen, danieljfeng, dawenli, elroychen, evanyiu, fansonchen, fanvfan, fbhuizhao, felicityuan, finegao, fishuzhang, fredhbliu, gordeanlei, haohaoxu, haorantang, hayleewang, heatherma, hixinhe, hodgeliang, iessicaliu, irenejfli, iriswywang, ivanqu, jackiezhou, jadeycchen, jamesbai, janninewang, jasonjxliu, jayejywang, jellezjli, jesangliu, jessiejielu, jimmybzhang, johnrickli, josephinehe, josiexxiong, judypang, karenkang, kavehzhou, lanlanliang, leobu, leolwang, leontiliu, lightwwang, lightyao, lilianllli, lunacylu, lxcheng, lyciuszhang, lydisun, maisieren, makinochen, mikemi, mingetian, miyalliu, mookfeng, nadila, nathangao, nikiluo, nilinili, novajiang, oceanfeng, octozhang, owarheatliu, patphwang, patrikchen, paulinepeng, peijiqiu, pizyzheng, qianqzhang, qiyueli, qwqomo, raybdzhou, raywzhou, renaning, rooniewang, russelldeng, serenashen, shadowcao, shuaiilu, snowyxie, sveinzhang, tabbhe, teddylu, tedliangli, tevenxu, thiagoxu, tinshuang, tracycgong, treefu, vespayang, vickiywchen, v_ffylu, v_zhaoleili, wanchunzhuo, wentaohou, willemjiang, windyzheng, xdshang, xelliezhang, xshellyyang, xtinachen, yachnexu, yanawwwang, yanimo, yanqihuan, ydyyang, yecoirzhao, yeqin, yhhhli, yitinghuang, youchunzhou, yutengbian, zhenweizhang, zheyudong, zhuoyingmo",,,,,,,,,,,否
1035,赛博科学家：一站式AI科研助手,https://teko.woa.com/event/ai-agent/1035,http://21.6.160.180:7860,CSIG-生命科学实验室,,lukatang,"owenbhe, gelseywang, lqszchen, jianhuayao",,,,,,,,,,,否
1036,门店通—门店营销AI助手,https://teko.woa.com/event/ai-agent/1036,,TEG-数据平台部,,jinbaozhang,"jihongzhang, jimxiao, mingxuliu, alfredphliu, jamesrhxie, kunkzhu",,,,,,,,,,体验链接,否
1042,无人值守AI智能助手,https://teko.woa.com/event/ai-agent/1042,,CDG-广告营销服务线-商业运管部,,sidneychen,"iriswen, colozou",,,,,,,,,,体验链接,否
1043,客诉智能分析平台,https://teko.woa.com/event/ai-agent/1043,,CDG-支付基础平台与金融应用线-支付平台研发部,,toonychen,"celiafeng, ramanzhu, tigerlan, xinfeili, hyshen",,,,,,,,,,体验链接,否
1047,T-Audit,https://teko.woa.com/event/ai-agent/1047,,S2-审计监察,,markplli,"yomonchen, chrissfhe, lekaizhu, seanjsong, sodatang",,,,,,,,,,体验链接,否
1049,Lily金融助手&深度研究,https://teko.woa.com/event/ai-agent/1049,https://fit.woa.com/lily,CDG-支付基础平台与金融应用线-支付金融平台与数据部,"CDG-支付基础平台与金融应用线-证券产品部,CDG-支付基础平台与金融应用线-财富管理部",benshwu,"abwu, arhatliu, bobbiizhang, breezehuang, daidaiwu, delorestang, deniellelin, elanlin, haoshen, herrickchen, howzhao, jecklin, jorywang, lobbyluo, mtyytang, qiufangying, saintwen, sukeychao, tracehuang, zyuanwang, maplelin",,,,,,,,,,,否
1054,叮小灵,https://teko.woa.com/event/ai-agent/1054,,CSIG-地图产品部,,natalizhang,"hdzzuo, leohhzhuang, egbertshen, feiyuli, guanghuiye, huajiang, hunterfang, jasonzcheng, kylocao, leogguo, lucienshi, mingmingyu, simomliu, sissiepan, wkzzhang, wulinsong, zhenyzhang, falcontian, binlyli",,,,,,,,,,体验链接,否
1057,TCase测试智能,https://teko.woa.com/event/ai-agent/1057,,TEG-云架构平台部,TEG-云架构平台部,seagullliu,"zhuofuliu, cherrieshi, haileylian, mandymtli, wecui, jerrydou, martinskxu, allenswluo, luyyhu",,,,,,,,,,体验链接,否
1058,bayes legal,https://teko.woa.com/event/ai-agent/1058,https://bayes.app.fat.woa.com/,S1-金融法律合规部,,sivanxu,"ingridgu, lianglei, louismeng, chrisycwan, effylu, jayojyli, stephzjli, yizhuowang, foggyzhong, irenecong, eunicedai, felixliao, ruikcui, sarahjchen, zoeyizuo, juneyzhu, lestersun, melodylanli, selinawwang, jonpchen, smartczhang, noracwang",,,,,,,,,,,否
1060,客诉分析agent,https://teko.woa.com/event/ai-agent/1060,,IEG-IEG Global-Publishing Tech Hub,,ziyizychen,"fannnnzhang, zhaoyuwang",,,,,,,,,,体验链接,否
1061,智能营销助理,https://teko.woa.com/event/ai-agent/1061,,TEG-计费平台部,,johannachen,,,,,,,,,,,"体验链接, 项目成员",否
1063,小途灵析AI,https://teko.woa.com/event/ai-agent/1063,【悟空智能体】,"CSIG-通途数据中心,CSIG-CSIG质量部","CSIG-通途数据中心,CSIG-CSIG质量部",jensenwei,"adnanchen, carlxyzhang, fredaali, georgeliao, jevonguo, johuang, ljmengliu, magyang, randiyang, zyongzhao, ptingli",,,,,,,,,,,否
1064,悟空代码安全Agent—简化版,https://teko.woa.com/event/ai-agent/1064,,TEG-安全平台部,,moomichen,"koalazheng, zalezhang, slamhu, kekelian, ciuwaalu, atoneduan, jordanhou",,,,,,,,,,体验链接,否
