id,agent名,TEKO链接,体验链接,主导部门,涉及部门,项目经理,项目成员,综合评分,评委建议,特点,技术方案,部门/个人,类别,特色简介,业务价值,有价值评论,缺少字段,是否已评论
1067,AI PPT,https://teko.woa.com/event/ai-agent/1067,,PCG-社交平台与应用线-社交协作产品部,,rongodzhang,"grapepeng, jessiegeng, joeechen, kakaqian, maopeng, reynwang, ryanypeng, muguan, tensorchen, genejyyin, rowanxie, carlsonzhao, hurryli, qiyuanxing, ruiqitan, siranxu, akitozhang, asynctlv, dayowu, dennisxu, feixiong, jacobwang, johnnydai, keepxing, klinwang, kuanggu, leoricxu, lipfanliu, lookchen, milymiwang, nickzydeng, plutoxiong, stevenyzliu, wikijin",,,,,,,,,,体验链接,否
1068,私有云文档写作助手,https://teko.woa.com/event/ai-agent/1068,,CSIG-云产品一部,CSIG-云产品四部,tylerccwang,"tiffinyzhou, samyonghe, sunnyzhai, luminkong, lowinwu, devinshi",,,,,,,,,,体验链接,否
1069,集团安全智能运营,https://teko.woa.com/event/ai-agent/1069,http://9.208.17.36:8081/tasks,CSIG-安全产品三部,,qiitao,"selinasong, renardren, sharpenchen, ramosli",,,,,,,,,,,否
1071,体育大聪明一站式AI观赛助手,https://teko.woa.com/event/ai-agent/1071,应用市场下载最新版腾讯体育APP，在比赛底层页、搜索框、底Tab、评论区等入口即可体验。（底Tab入口请联系marksi添加实验白名单）,PCG-在线视频BU-在线视频产品部,"PCG-PCG技术与内容平台-工程效能平台部,PCG-在线视频BU-MXD用户体验设计部,PCG-在线视频BU-AI影视表达工作室",marksi,"dequanzhu, uzukizheng, penfeiwang, pitechen, harveyfeng, luiscsliu, fredcui, mengtianjin, skycxu, yudongjin, donnyma, yongjozhang, expzhang, dakundong, hankyang, zhdongsong, nicknzhao, canacezhang, yarahong, v_yunfcui, tmacyuan",,,,,,,,,,,否
1072,大模型护照智能审核服务,https://teko.woa.com/event/ai-agent/1072,微信钱包->身份信息->更新实名(或立即认证) ->选择证件类型(护照) -> 上传人像资料页面 -> 从手机相册选择,CDG-支付基础平台与金融应用线-支付平台研发部,"CDG-支付基础平台与金融应用线-支付平台研发部,CDG-支付基础平台与金融应用线-支付金融平台与数据部",tigerlan,"hyshen, fionahuang, kenjkpeng, amandzhang, jazmineli, xizhou, marinawang, donnerliang, casiohu, hildayang, heidizhang, yanbinghu",,,,,,,,,,,否
1073,LH-Trace日志分析助手,https://teko.woa.com/event/ai-agent/1073,http://21.215.6.248:8080/c/8a61bdc8-bf59-4c64-a832-7e70c33ac3d9,CSIG-云产品一部,,yuehuali,"claudechen, xinqishang, hakunaliu, laurenanyan, masonxhuang, morrisduan, kylexli, largezhou",,,,,,,,,,,否
1076,计算运营数据AI助手,https://teko.woa.com/event/ai-agent/1076,,CSIG-云产品一部,,elisedai,"bingbingxu, lesliesqma, vincejin, tornadoxie, gracecui, wechen, lewiszeng",,,,,,,,,,体验链接,否
1078,出海合规助手,https://teko.woa.com/event/ai-agent/1078,,CSIG-政企客户成功中心,,frankechen,"samanthama, barryzhang",,,,,,,,,,体验链接,否
1079,智能文档审查系统,https://teko.woa.com/event/ai-agent/1079,,CSIG-云产品一部,CSIG-云产品一部,ziongzhang,"jubaoliang, kaioji",60,"未明确技术方案，但整体完成度较低
1、支持文档类型较少，只支持md，整体完成度低，市面类似产品和开源产品较多
2、处理速度慢，进度提示不丰富，只有整体进度
3、支持的文档长度较短，提示报错：The input (84802 tokens) is longer than the model's context length (40960 tokens).",开发的系统，steamlit？,http://9.135.182.156:8003/static/tasks.html,,,,,,体验链接,否
1080,Midas智能监控,https://teko.woa.com/event/ai-agent/1080,https://hunyuanaide.taiji.woa.com/web/llm_task_dialogue?id=19783&type=normal&redirectUrl=%2Fweb%2Fllm_task%3FwsId%3D10144%26pageIndex%3D1&wsId=10144,TEG-计费平台部,TEG-计费平台部,sungong,"leyipeng, rickfeng",,,,,,,,,,,否
1081,王者共创投稿AI审核,https://teko.woa.com/event/ai-agent/1081,,IEG-公共数据平台部,IEG-天美工作室群-天美市场中心,rikliu,"graceyguan, vickilin, kylinguo, zhihongyang, zongnanxiao",40,"1、缺乏指导，体验链接和体验不显著
2、缺技术架构说明",,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Ftechmap-product-1258344706.file.myqcloud.com%2Ffile%2Fd2c11fda-b305-4039-8b8e-51f975a90b66.xlsx&wdOrigin=BROWSELINK,,,,,,体验链接,否
1083,鹅厂党建小助手,https://teko.woa.com/event/ai-agent/1083,,"S3-党群工作部,TEG-云架构平台部",,carlieqiu,,,,,,,,,,,"体验链接, 项目成员",否
1089,QQ浏览器信息流AI评论,https://teko.woa.com/event/ai-agent/1089,,CSIG-信息平台与服务线-应用技术部,CSIG-信息平台与服务线-搜索及内容产品中心,hughzhu,"alieyu, lucyji, windyzheng, cocoludeng, sevenhtang, ceonzhao, iannjin, jamsluo, ruiwentao, hewittwang, leobzhang, yannizhang",,,,,,,,,,体验链接,否
1093,电销全流程增效Agent,https://teko.woa.com/event/ai-agent/1093,AI质检培训材料,CSIG-云产品四部,,joyejiang,"davettang, easonmma, jackjchou, lawtonliu, ninggyang, oliverlliu, rayllliu, rrachelwang, terrencelli, thomenyang, wesperhuang",,,,,,,,,,,否
1094,天御金融反电信网络诈骗智能体,https://teko.woa.com/event/ai-agent/1094,,CSIG-安全产品二部,"CSIG-安全产品二部,CSIG-云产品四部,CSIG-CSIG质量部",jonathanguo,"aaronwwu, barryssong, chaoweicai, elanliu, emberzhao, fordfeng, fungliang, jeeryli, jimmyjli, joelai, kathyyzhang, lichlli, lincolnchen, rongrwwang, shijiedeng, tengrizhang, v_cnqcheng, v_llvhuang, ximizheng, zoniaczhong, kevinnlong, miyawwang, qshandai, vensontao, ethancli, alphachen, chrisccai, neojianchen, zoeylu, miphaqiu",,,,,,,,,,体验链接,否
1096,万人大会线上体验agent,https://teko.woa.com/event/ai-agent/1096,,CSIG-CSIG市场部,,gawainou,"garygyfang, tonyyuwang, qiaoanzhu",,,,,,,,,,体验链接,否
1097,供应订单智能运维平台,https://teko.woa.com/event/ai-agent/1097,,CSIG-云采购供应管理部,CSIG-云采购供应管理部,gallopxiong,"haoyunzheng, lancetang, kaiserlli",,,,,,,,,,体验链接,否
1103,工蜂 AI CR Agent,https://teko.woa.com/event/ai-agent/1103,,TEG-研发管理部,,jingyiwang,,,,,,,,,,,"体验链接, 项目成员",否
1105,AI智能生成文档后台接口用例,https://teko.woa.com/event/ai-agent/1105,https://gytest.wwitil.woa.com/magiccube/welcome#/autotest/servemodule/moduledetail/2846/xmsmartsheetservice/%E6%99%BA%E8%83%BD%E8%A1%A8%E6%A0%BC%E5%93%81%E7%B1%BBcgi%E6%9C%8D%E5%8A%A1%E5%85%A5%E5%8F%A3,WXG-企业微信应用部,,lpslin,lpslin,,,,,,,,,,,否
1108,微信公众号AI分身（智能回复）,https://teko.woa.com/event/ai-agent/1108,,TEG-大语言模型部,,dimitriyu,,,,,,,,,,,"体验链接, 项目成员",否
1109,内容安全Agent,https://teko.woa.com/event/ai-agent/1109,http://11.219.11.58:80,WXG-运营平台部,,huanqinwu,"bojiehu, yangxiasong",,,,,,,,,,,否
1110,QBoost智能平台,https://teko.woa.com/event/ai-agent/1110,https://qboost.woa.com/,PCG-社交平台与应用线-社区产品部,PCG-社交平台与应用线-社区产品部,boboxiong,"alvintliu, redyan",90,"1、类似于coze和dify的平台，缺乏详细指导书
2、集成了触发器和企微机器人",,"https://qboost.woa.com
https://iwiki.woa.com/p/4009606573",,,,,,,否
1111,公域垂媒分析助手,https://teko.woa.com/event/ai-agent/1111,,"CSIG-智慧出行事业部,CSIG-云产品三部",,irisxxzhao,"xueyuanzong, easonqiu, congkunzhu, cedricfu, judyni, adrianltli",,,,,,,,,,体验链接,否
1113,Brand Safety,https://teko.woa.com/event/ai-agent/1113,,IEG-IEG Global-GaaS Tech Group,,sunjoohwang,,,,,,,,,,,"体验链接, 项目成员",否
1115,03助手,https://teko.woa.com/event/ai-agent/1115,https://03.woa.com/chat,PCG-PCG技术与内容平台-应用架构平台部,PCG-PCG技术与内容平台-应用架构平台部,zeronezhang,"jessemjchen, yuxanghuang, caipeng, adenshen, barryfwu, bochenchen, galaxyji, huiyongchen, joeyzhong, kaynzhang, lioncfliu, lucazhou, martianliu, minchangwei, nanjianyang, rainyu, raylchen, robinmei, shilianglu, suziliu, wineguo, yingzishao, shadowding, baciiipan",,,,,,,,,,,否
1116,星脉高性能网络智能化运营,https://teko.woa.com/event/ai-agent/1116,https://netagent.woa.com/,TEG-网络平台部,,ankerchen,"cesczhang, hensonlin, jaydenxiao, joyxeechen, laineyluo, noradcai, veozhang, vickkylu, plankwang, francisplhe, findzyxu",,,,,,,,,,,否
1118,腾讯云主机安全智能溯源助手,https://teko.woa.com/event/ai-agent/1118,http://localhost:2024,CSIG-安全产品三部,CSIG-安全产品三部,falcoke,"cghou, yhaoyuyang",,,,,,,,,,,否
1119,合同智能起草,https://teko.woa.com/event/ai-agent/1119,,S2-财经IT管理部,S2-风险管理和内部控制,sunnyylyang,hikowu,,,,,,,,,,体验链接,否
1122,AI辅助应用合规审核与质量巡检,https://teko.woa.com/event/ai-agent/1122,,PCG-商业产品部,PCG-PCG技术与内容平台-工程效能平台部,hockeyli,"jimluo, milesxia, sarahuang, burtlong, jjgan, jolynjiang, johnhjzhong, tritonzhang, sixwang, zhiwuliu, jornezhou, sumsumliang, v_zdeluo",,,,,,,,,,体验链接,否
1123,TCS-Agent,https://teko.woa.com/event/ai-agent/1123,,CSIG-云产品一部,,cocoqlwang,"bottlebthu, hongxiliu, joejunchen, wenhanqiu",,,,,,,,,,体验链接,否
1124,对象存储智能专家,https://teko.woa.com/event/ai-agent/1124,https://ag.woa.com?agentId=308,CSIG-云产品一部,,luciayzjia,bronwang,,,,,,,,,,,否
1126,QQ官方AI伙伴“小Q”,https://teko.woa.com/event/ai-agent/1126,QQ 官方 AI 伙伴 “小Q” 体验指南,PCG-社交平台与应用线-AI应用产品中心,"PCG-社交平台与应用线-社交平台产品部,PCG-社交平台与应用线-社交用户体验设计部",kedeng,"asulewang, autozhang, biyinghe, carili, cloristian, dreamqian, fupinghuang, genglin, georgefu, greatgao, hongyuewang, jameszhou, jasonbwwu, jeannewoo, jerkoffliu, jimzang, johnshuang, kedeng, kenaiyu, lairdchen, lemanzhang, leoqlin, louiechen, mabelzhang, mambaxie, mandozhang, mingweiding, nebulawu, neilzrzhang, neoswang, nitezhang, oliveryhwu, onewang, raymonddeng, raymondguo, rclin, rianli, riojdai, ruirjji, shannonchen, shirlyzhao, sophiasong, sparkyu, teasqlin, trentinchen, walli, wenzeyang, yifanzzhou, yitingtsai, yuchiyao, yunfanhu, zachke, zhanyixiao, zhiweisu, zhongbeitan, ziweibai, zorazwang",,,,,,,,,,,否
1135,「腾讯探元」AI文博助手智能体,https://teko.woa.com/event/ai-agent/1135,微信小程序搜索「腾讯探元」,CDG-可持续社会价值事业部-数字文化实验室,CDG-可持续社会价值事业部-技术生态部,ericjing,"andypianwu, aineli, gavinyan, aarondsshi, chelseaxie, sevenshu, brantli, ciccizhang, hsinfan, daisyvvtang, jacobyzhang, sammiexu, seanxzzhang",,,,,,,,,,,否
1137,TripGO(即刻出发),https://teko.woa.com/event/ai-agent/1137,,S2-财经IT管理部,S2-财会及报告管理部,keliye,"paulnwang, erikbi, fightywang, laresyang, wuxingfeng, mingxuanlu, artonyu, amyyao, doreendli, daphnexu, colinouyang",,,,,,,,,,体验链接,否
1142,智能顾问-AI赋能云上架构治理,https://teko.woa.com/event/ai-agent/1142,,CSIG-云技术运营服务部,,georgzhang,"ainsleypei, fisherhhyu, futureliu, jessiexxu, mtouyang, sunnielv, symonxu, xxcxu, tairyao, eevanzhang, dongqin, pumbaahu, springyyang",,,,,,,,,,体验链接,否
1144,「审小包」广告审核智能小助手,https://teko.woa.com/event/ai-agent/1144,,CDG-广告营销服务线-商业运管部,,arvinmeng,"teetang, bondlin, davidfzhang, fiffypeng, gcchaoguo, kershinzhu, kxingzhang, tianyluo",,,,,,,,,,体验链接,否
1149,腾讯云智能客服,https://teko.woa.com/event/ai-agent/1149,https://cloud.tencent.com/online-service?from=connect-us&Is=sdk-floatbar,CSIG-云技术运营服务部,,gavrielliu,"ailanzhou, albertyyang, alexzmzhang, ashleyxie, cavellli, chrisren, greenyzhang, joskazhao, junhuideng, lizhenli, scalezheng, sshyfeng, uli, xianzou, xxcxu",,,,,,,,,,,否
1151,企微文档用户反馈自动定位,https://teko.woa.com/event/ai-agent/1151,,WXG-企业微信应用部,,ivanxfjiang,"derekliao, steephenliu",,,,,,,,,,体验链接,否
1152,修仙科普短篇一键生成,https://teko.woa.com/event/ai-agent/1152,,IEG-国内发行线-V7产品部,IEG-增值服务部,leiisun,"agihaochen, bobyzhang, derekghchen, diracxu, hawkchen, nealzzhang, stevenhan, wynneli, xinrongqin, wenhaotao",,,,,,,,,,体验链接,否
1156,数据标准化-maas大模型版本,https://teko.woa.com/event/ai-agent/1156,,CSIG-安全产品二部,,sofiazhao,marlonliu,,,,,,,,,,体验链接,否
1157,数据标准化-maas大模型版本,https://teko.woa.com/event/ai-agent/1157,,CSIG-安全产品二部,,sofiazhao,marlonliu,,,,,,,,,,体验链接,否
1160,通用自演进Agent,https://teko.woa.com/event/ai-agent/1160,https://alma.woa.com/,TEG-AI Lab,TEG-数据平台部,michaelcqin,"sunwaysu, minyicheng",,,,,,,,,,,否
1162,DDOS攻击包分析,https://teko.woa.com/event/ai-agent/1162,http://dify-ai.woa.com/chat/uS9QY3CyJw5iz4lr,CSIG-云技术运营服务部,,yaslhuang,"carywang, kenjhgao, odaywang",,,,,,,,,,,否
1165,支付凭证验真Agent,https://teko.woa.com/event/ai-agent/1165,,S2-财经IT管理部,,shizhao,,,,,,,,,,,"体验链接, 项目成员",否
1168,With,https://teko.woa.com/event/ai-agent/1168,,TEG-研发管理部,,shinnyhuang,"polopei, emilyma, alexwentong, baynejiang, carlottali, cylhuang, dbcchen, dextertan, elricchen, ginshu, haifangwang, harpergao, jameslee, jingboma, jonahhuang, jonnytang, laryli, lenalin, lovevili, maplehfzhou, marcelhuang, montionye, pinebi, proxyjiang, qiankunfan, qihangyang, rickiewang, samongzhang, shaowenyan, sisiychen, tobyzhai, vickyztzhu, vignywang, xenoli, yanniewang, yanniexu, yanniswang, yueuezhang, yuhaozhou, yumengwang, zhichenglu, zhipenglai",,,,,,,,,,体验链接,否
1169,合规检测GUI Agent,https://teko.woa.com/event/ai-agent/1169,,PCG-PCG技术与内容平台-应用架构平台部,,jairochen,"wilderwang, carlmli, jonaswu, peishengxia, qianyucheng, fellexhe, cliffyan, carianchen, jayceli",90,"1、手机端检测，小模型
2、场景可推广型强
3、缺乏操作指南和使用手册","1、是否有采用开源框架，具体框架和技术是什么
目前ocr使用了百度的paddler，图标是yolo做的小模型
2、框架后续是否可开放用于推广复用
会将手机操作的mcp层独立出来复用，整个框架也会公开出来方便大家自己定义检测项目",副本-GUI Agent QECon2025北京站,,,,,,体验链接,否
1170,天穹helperAI智能助手,https://teko.woa.com/event/ai-agent/1170,https://taiji.woa.com/web-llm/web/match_tryModel?id=19876&wsId=11607,TEG-数据平台部,TEG-机器学习平台部,alenawu,"colinhhfan, darronfang, ethansyliu, huiruan, jakowen, linkatan, shimerhe, tatema",,,,,,,,,,,否
1172,赛博医院：你的专属AI医疗团队,https://teko.woa.com/event/ai-agent/1172,http://9.135.217.78:7860,CSIG-生命科学实验室,,lqszchen,"lukatang, owenbhe, gelseywang, jianhuayao",,,,,,,,,,,否
1176,DataPocket数据智能,https://teko.woa.com/event/ai-agent/1176,,IEG-公共数据平台部,,prentissli,"katelang, qingminli, spikesi, gaffliu, chanceli, dragonchen, maolilai, billzheng, barramhong, beckyu, endrewzhang, johnzhi, kangji, khalidyang, reuszeng, ryanye, shawliang, shitaopeng, socketwang, tahongshen, yanhuahou, yesendong, livewang, lalicezhang, zihuigu, nikili, farmlan, blaneli",,,,,,,,,,体验链接,否
1181,DeepTest UI自动化测,https://teko.woa.com/event/ai-agent/1181,https://zhiyan.woa.com/qta/17300/qta/#/p/17300/qta/report/294633894/testsolar/report/detail?namespace=qta&name=260148648-0b32cc9,CSIG-CSIG质量部,,erweiwang,"shadowyang, zuhaowei, peterxiong, jaylerliu, kaydai, baderliang",,,,,,,,,,,否
1182,广告人群挖掘助手,https://teko.woa.com/event/ai-agent/1182,,CDG-广告营销服务线-商业平台部,CDG-广告营销服务线-泛生态业务部,zeminmiao,"qinganfang, peggyygeng, sherryji",,,,,,,,,,体验链接,否
1184,忍者企鹅AI,https://teko.woa.com/event/ai-agent/1184,,"IEG-光子工作室群-量子工作室,TEG-AI平台部","IEG-IEG Global-Data&AI Group,IEG-IEG Global-PUBGM Publishing,IEG-基础技术产品部",zimoding,"alanliang, alberthwu, ashleyjchen, benderzhao, boyudi, brydenzhang, chaseryang, chilynnxie, deferzhou, dorishzxiao, edenlei, ehmli, elibu, evanzhye, fangyunzhou, feliciagao, freemanfang, gennyjiang, haibinzhou, heeroli, hengyupan, honglinzhu, huberyxu, ikechen, jansonzhan, jasonjcsong, jerryyuan, jingjiawang, joeyxiong, jonnytan, justinlv, kantxu, keanewang, leobliu, leonfu, leoyhou, lukejguo, madelynyang, masonjchen, mingangzhou, moriwang, neronzhang, paimonzheng, ritchiezhao, roganliu, royqiu, sallensun, shuangteng, simbahu, simonfang, stevehguo, steveyyang, sysuzehuawu, tooyang, watsonwang, wenge, wenxizhu, willyang, wilsonli, xiangzhuang, xiyangji, yinsong, yiweigong, yohunawu, ysunlin, zhezhu, zijianzhang, alexjlzhang, cloudding, kylecyzhang, lilyliguo, sherlyzydou, v_blfliao, v_bmdxu, v_bwqliang, v_ftfaysal",,,,,,,,,,体验链接,否
1186,影视素材智能剪辑agent,https://teko.woa.com/event/ai-agent/1186,,PCG-在线视频BU-智能创作与内容平台部,,chanzhou,,,,,,,,,,,"体验链接, 项目成员",否
1191,【和平精英】明星AI队友,https://teko.woa.com/event/ai-agent/1191,,IEG-光子工作室群-S工作室,IEG-光子工作室群-光子技术发展部,elitang,,,,,,,,,,,"体验链接, 项目成员",否
1192,【和平精英】全场景AI小秘书,https://teko.woa.com/event/ai-agent/1192,应用市场下载和平精英，游戏大厅左下角【吉事通】可以体验,IEG-光子工作室群-S工作室,IEG-光子工作室群-光子技术发展部,elitang,,,,,,,,,,,项目成员,否
1199,企业微信私域服务AI助手,https://teko.woa.com/event/ai-agent/1199,,TEG-客户服务部,,maybezhou,"jojohzhang, tenrronelli, rochellehan, kikoyan, jasonnhuang, jackyqhong, thewang, linceyliu, lumizeng, yukiytzhou, martintian",,,,,,,,,,体验链接,否
1200,桃源萝夫子智能NPC,https://teko.woa.com/event/ai-agent/1200,桃源智能NPCdemo.mov,IEG-公共数据平台部,IEG-国内发行线-V6产品部,rosielyuan,"bayzhao, bobbiexuan, brucejzhang, carlzmzhang, carrickliu, cicyqiao, jsonzhliu, kismetzhang, qizailiu, raylzhang, richardfeng, vinjinwang, wakeshao, yoyooluo, yuliangshen, zerochen, zixunsun, yanshili",,,,,,,,,,,否
1202,混元AI播客Agent,https://teko.woa.com/event/ai-agent/1202,,TEG-大语言模型部,,nickmysong,"moonzheng, mosssewang, magnumyang",,,,,,,,,,体验链接,否
1203,SmartUI多模态UI自动化,https://teko.woa.com/event/ai-agent/1203,,CSIG-CSIG质量部,CSIG-CSIG质量部,jaylerliu,"jialinlli, baderliang, kaydai",,,,,,,,,,体验链接,否
1205,网络质量分析智能体,https://teko.woa.com/event/ai-agent/1205,https://nn.woa.com/agent_hub/netOperationAgent,TEG-网络平台部,TEG-网络平台部,samwong,"corwinkou, isaacyan, jaycellin, krisjczhang, liamhzliu, masoncai, roclv, victorliu, websterduan, wymanhu, yudianliu, zoeyuzhang",,,,,,,,,,,否
1207,七彩石产品问答和诊断Agent,https://teko.woa.com/event/ai-agent/1207,https://rainbow.woa.com/console,TEG-研发管理部,,kaeljiang,"bowlgao, ervinzhang, haixinshi, oliazheng, orionfang, parkyang, qunshugao, witpeng, eastonhuang",,,,,,,,,,,否
1209,公益项目进展分析报告生成智能体,https://teko.woa.com/event/ai-agent/1209,,CDG-可持续社会价值事业部-公益平台部,,jayefeng,"masonhyli, lianawu, dorislan, chaisxiao, wangyangyu",,,,,,,,,,体验链接,否
1210,<美职篮全明星>智能问答助手,https://teko.woa.com/event/ai-agent/1210,https://21.6.137.62:7927,IEG-国内发行线-体育产品部,,clivesun,"svenshen, rubenhnhu, ezenliu, warezhao, rickenzhang, simontao",,,,,,,,,,,否
1211,AI驱动UI自动化测试,https://teko.woa.com/event/ai-agent/1211,,TEG-网络平台部,,bottlejiang,"xiaohaicai, jianxinyang",,,,,,,,,,体验链接,否
1213,doubleC,https://teko.woa.com/event/ai-agent/1213,,"CDG-可持续社会价值事业部-技术生态部,CDG-可持续社会价值事业部-公益平台部",,maxineqiu,masonhyli,,,,,,,,,,体验链接,否
1215,共富AI,https://teko.woa.com/event/ai-agent/1215,,CDG-可持续社会价值事业部-为村发展实验室,"CDG-可持续社会价值事业部-技术生态部,CSIG-优图实验室,S1-腾讯华东总部",shoulintang,"jessyjjchen, suriwang, barryvwu, annikawang, glenglli, rachelhe, jiamuzili, sophielv, asterpeng, seanxzzhang, ciccizhang, sybil, jacobyzhang, alicellwan, sammiexu, cachi, daisyvvtang, patricksong, jinglexiong, yasmineyu, dewqi, skyhuang, gboghong, elsama",,,,,,,,,,体验链接,否
1219,AI值班巡检排障助手,https://teko.woa.com/event/ai-agent/1219,,PCG-社交平台与应用线-AI应用产品中心,,walli,"jameszhou, leoqlin, louiechen, oliveryhwu, rianli, shannonchen, sophiasong",,,,,,,,,,体验链接,否
1220,电商大促AI小助手,https://teko.woa.com/event/ai-agent/1220,,"CDG-广告营销服务线-商业推荐部,CDG-广告营销服务线-商业平台部","CDG-广告营销服务线-泛生态业务部,CDG-广告营销服务线-广告工程部,CDG-广告营销服务线-商业运管部",darrenguo,"dennisyang, evancyliu, glennahuang, laoguo, lehu, leigangwang, longiesong, lycheexli, mantaywang, maxdiao, mikegjsun, nikoyxlin, nkandyliu, olivialluo, orcaluo, psfu, tianasun, tingzheng, tottizhang, wenxinwang, willfzhao, zhiquntian",,,,,,,,,,体验链接,否
1221,KOL合作风险挖掘Agent,https://teko.woa.com/event/ai-agent/1221,https://adp.cloud.tencent.com/webim_exp/#/chat/zpRTfm,IEG-IEG Global-GaaS Tech Group,,zanelin,"ninghanghu, sunjoohwang",,,,,,,,,,,否
1228,IC-Helper内控合规助手,https://teko.woa.com/event/ai-agent/1228,https://ichelper.woa.com/,"S2-风险管理和内部控制,S2-财经IT管理部",,georgeqjin,"ethanxwang, hikowu, keanuli, sulischen, sunnyylyang, tinarhuang, yaffahuang, yuandongzhu",,,,,,,,,,,否
1229,开悟前端代码生成助手,https://teko.woa.com/event/ai-agent/1229,https://knot.woa.com/chat?web_key=da861e52d7ee454ab6cbdece0fbeb541,IEG-天美工作室群-天美L1工作室,,yutoli,"zianhe, chunpingsun, yuanqinwang, garywen, sauisun, guanghuicai",,,,,,,,,,,否
1230,InfraSec基础安全运营,https://teko.woa.com/event/ai-agent/1230,https://secbuddy.woa.com/,TEG-安全平台部,,bozhongliu,"lukecanli, oldbuddyxin, daveychang, qiuyaosu, shangyuyang, yiiyi",,,,,,,,,,,否
1231,Agent-RED测试小助手,https://teko.woa.com/event/ai-agent/1231,https://dify-ai.woa.com/chat/c1FPbBXmUEy5zm3o,"IEG-魔方工作室群-魔王工作室,IEG-魔方工作室群-技术中心",,willtang,"frozhang, guozizhang, harvienli, maxszhang, oldszhang, rexsliu, sawyerwang, v_abccheng, v_ananxwang, v_nkknkang, yipengwang",,,,,,,,,,,否
1232,商品自动化测评,https://teko.woa.com/event/ai-agent/1232,https://test.gland.woa.com/agent-tools.html,CDG-广告营销服务线-商业数据部,CDG-广告营销服务线-商业数据部,lynchtan,"earvinli, meehomdong, piaoyang, simsonhe, yisuzhong, gordongpan, adairxbwang",,,,,,,,,,,否
1233,开悟D2C Figma插件,https://teko.woa.com/event/ai-agent/1233,https://iwiki.woa.com/p/4016153398 D2C 插件使用指南,IEG-天美工作室群-天美L1工作室,,yutoli,"zianhe, yuanqinwang, sauisun, garywen, chunpingsun, guanghuicai",,,,,,,,,,,否
1234,Bugly AI 问题分析,https://teko.woa.com/event/ai-agent/1234,https://bugly.woa.com/v2/exception/crash/issues/detail?cId=11EC34E9-7739-4D28-9599-8F225483725E&clusterStackType=&feature=1C19AA1CE17846F9C9240A80D99A7398&messageTab=%E5%87%BA%E9%94%99%E5%A0%86%E6%A0%88&pid=2&productId=0aed60cc73&tab=copilot&token=,PCG-PCG技术与内容平台-应用架构平台部,,tianwuwang,"chazezhuang, constwu, lilyxie, maxtaohuang, miraclewu, shacheng, davidhu, jelynwang",,,,,,,,,,,否
1235,微信游戏 - AI游戏战报,https://teko.woa.com/event/ai-agent/1235,https://kalm.woa.com/workflow/jWf9dmU7AtiFFtwV,"WXG-增值业务部,WXG-技术架构部",,shenzhenliu,"asgerzhou, autumnzheng, boxianlai, chetguo, fredren, hannahfang, haolinyan, haozanliang, kaelhuang, kaneqxzhou, kikiruoqili, longpoliu, reggiezhong, rosellemo, sladezhang, twocoldzyin, vikkiqu, willonwao, willswei, yongdailuo, zerolinzhao, zifeishan, zoiwu",90,动态Prompt、Reward System、模型推理,,https://techmap-product-1258344706.file.myqcloud.com/file/96b68205-eb81-4e80-8e1c-6fa7caeda9fb.pdf,,,,,,,否
1237,AI 视频审核,https://teko.woa.com/event/ai-agent/1237,http://dev.dify.itea.woa.com/chat/4flXZaCf19uambqV,IEG-内容生态部,IEG-内容生态部,yiqiuzheng,"xiaolinwang, stefwang, kirahqin, lucienyu, jimcheng",,,,,,,,,,,否
